Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Add Listing,Chrome 70.0.3538.102,Add Listing with valid inputs,2018-11-19 15:19:02,2018-11-19 15:20:30,1m - 28.408s,PASSED
,,,,,,
Test Cases/AddListingWithExcel,Chrome 70.0.3538.102,Read input from excel sheets,2018-11-19 15:19:02,2018-11-19 15:19:46,43.175s,PASSED
"Statement - For ([row = 1, row <= com.kms.katalon.core.testdata.TestDataFactory.findTestData(Read data for Add listing).getRowNumbers(), (row++)])",Chrome 70.0.3538.102,,2018-11-19 15:19:03,2018-11-19 15:19:46,42.417s,PASSED
,,,,,,
Test Cases/Booking Services for Customer,Chrome 70.0.3538.102,,2018-11-19 15:19:46,2018-11-19 15:20:29,43.784s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-19 15:19:46,2018-11-19 15:19:48,2.320s,PASSED
navigateToUrl,Chrome 70.0.3538.102,,2018-11-19 15:19:48,2018-11-19 15:20:09,20.393s,PASSED
maximizeWindow,Chrome 70.0.3538.102,,2018-11-19 15:20:09,2018-11-19 15:20:10,1.137s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:20:10,2018-11-19 15:20:10,0.231s,PASSED
clickEvent.SelectServices.clickUsingJS1,Chrome 70.0.3538.102,,2018-11-19 15:20:10,2018-11-19 15:20:14,4.190s,PASSED
scrollToPosition,Chrome 70.0.3538.102,,2018-11-19 15:20:14,2018-11-19 15:20:14,0.023s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-19 15:20:14,2018-11-19 15:20:14,0.076s,PASSED
clickEvent.SelectServices.clickUsingJS1,Chrome 70.0.3538.102,,2018-11-19 15:20:14,2018-11-19 15:20:18,4.145s,PASSED
scrollToPosition,Chrome 70.0.3538.102,,2018-11-19 15:20:18,2018-11-19 15:20:18,0.017s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:20:18,2018-11-19 15:20:19,0.211s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:20:19,2018-11-19 15:20:19,0.366s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:20:19,2018-11-19 15:20:19,0.201s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-19 15:20:19,2018-11-19 15:20:19,0.085s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:20:19,2018-11-19 15:20:19,0.134s,PASSED
waitForElementClickable,Chrome 70.0.3538.102,,2018-11-19 15:20:19,2018-11-19 15:20:20,0.144s,PASSED
takeScreenshot,Chrome 70.0.3538.102,,2018-11-19 15:20:20,2018-11-19 15:20:24,4.186s,PASSED
waitForElementClickable,Chrome 70.0.3538.102,,2018-11-19 15:20:24,2018-11-19 15:20:24,0.047s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:20:24,2018-11-19 15:20:24,0.116s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-19 15:20:24,2018-11-19 15:20:25,1.105s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:20:25,2018-11-19 15:20:25,0.179s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:20:25,2018-11-19 15:20:25,0.198s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:20:25,2018-11-19 15:20:26,0.177s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:20:26,2018-11-19 15:20:26,0.192s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:20:26,2018-11-19 15:20:26,0.167s,PASSED
scrollToElement,Chrome 70.0.3538.102,,2018-11-19 15:20:26,2018-11-19 15:20:26,0.042s,PASSED
focus,Chrome 70.0.3538.102,,2018-11-19 15:20:26,2018-11-19 15:20:26,0.086s,PASSED
waitForElementClickable,Chrome 70.0.3538.102,,2018-11-19 15:20:26,2018-11-19 15:20:26,0.037s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:20:26,2018-11-19 15:20:27,0.464s,PASSED
verifyElementPresent,Chrome 70.0.3538.102,,2018-11-19 15:20:27,2018-11-19 15:20:27,0.049s,PASSED
verifyElementPresent,Chrome 70.0.3538.102,,2018-11-19 15:20:27,2018-11-19 15:20:27,0.032s,PASSED
verifyElementPresent,Chrome 70.0.3538.102,,2018-11-19 15:20:27,2018-11-19 15:20:27,0.027s,PASSED
verifyElementPresent,Chrome 70.0.3538.102,,2018-11-19 15:20:27,2018-11-19 15:20:27,0.033s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:20:27,2018-11-19 15:20:27,0.483s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:20:27,2018-11-19 15:20:28,0.510s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:20:28,2018-11-19 15:20:28,0.113s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:20:28,2018-11-19 15:20:28,0.261s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:20:28,2018-11-19 15:20:28,0.145s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:20:28,2018-11-19 15:20:28,0.168s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:20:28,2018-11-19 15:20:29,0.291s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:20:29,2018-11-19 15:20:29,0.155s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:20:29,2018-11-19 15:20:29,0.466s,PASSED
