Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Booking Services,Chrome 70.0.3538.102,,2018-11-21 15:33:54,2018-11-21 15:36:05,2m - 10.261s,FAILED
,,,,,,
Test Cases/Booking Services for Customer,Chrome 70.0.3538.102,,2018-11-21 15:33:55,2018-11-21 15:34:32,37.287s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-21 15:33:56,2018-11-21 15:34:00,4.543s,PASSED
navigateToUrl,Chrome 70.0.3538.102,,2018-11-21 15:34:00,2018-11-21 15:34:13,12.692s,PASSED
maximizeWindow,Chrome 70.0.3538.102,,2018-11-21 15:34:13,2018-11-21 15:34:14,1.176s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-21 15:34:14,2018-11-21 15:34:15,0.433s,PASSED
clickEvent.SelectServices.clickUsingJS1,Chrome 70.0.3538.102,,2018-11-21 15:34:15,2018-11-21 15:34:17,2.768s,PASSED
scrollToPosition,Chrome 70.0.3538.102,,2018-11-21 15:34:17,2018-11-21 15:34:17,0.043s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-21 15:34:17,2018-11-21 15:34:18,0.176s,PASSED
clickEvent.SelectServices.clickUsingJS1,Chrome 70.0.3538.102,,2018-11-21 15:34:18,2018-11-21 15:34:21,3.174s,PASSED
scrollToPosition,Chrome 70.0.3538.102,,2018-11-21 15:34:21,2018-11-21 15:34:21,0.018s,PASSED
click,Chrome 70.0.3538.102,,2018-11-21 15:34:21,2018-11-21 15:34:21,0.236s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-21 15:34:21,2018-11-21 15:34:21,0.374s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-21 15:34:21,2018-11-21 15:34:22,0.217s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-21 15:34:22,2018-11-21 15:34:22,0.088s,PASSED
click,Chrome 70.0.3538.102,,2018-11-21 15:34:22,2018-11-21 15:34:22,0.154s,PASSED
waitForElementClickable,Chrome 70.0.3538.102,,2018-11-21 15:34:22,2018-11-21 15:34:22,0.183s,PASSED
takeScreenshot,Chrome 70.0.3538.102,,2018-11-21 15:34:22,2018-11-21 15:34:26,3.905s,PASSED
waitForElementClickable,Chrome 70.0.3538.102,,2018-11-21 15:34:26,2018-11-21 15:34:26,0.049s,PASSED
click,Chrome 70.0.3538.102,,2018-11-21 15:34:26,2018-11-21 15:34:26,0.130s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-21 15:34:26,2018-11-21 15:34:27,0.638s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-21 15:34:27,2018-11-21 15:34:27,0.372s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-21 15:34:27,2018-11-21 15:34:27,0.318s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-21 15:34:27,2018-11-21 15:34:28,0.264s,PASSED
