Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Booking Services,Chrome 70.0.3538.102,,2018-11-15 20:43:44,2018-11-15 20:45:12,1m - 28.126s,PASSED
,,,,,,
Test Cases/Booking Services for Customer,Chrome 70.0.3538.102,,2018-11-15 20:43:45,2018-11-15 20:44:27,42.016s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-15 20:43:45,2018-11-15 20:43:49,4.236s,PASSED
navigateToUrl,Chrome 70.0.3538.102,,2018-11-15 20:43:49,2018-11-15 20:44:05,15.910s,PASSED
maximizeWindow,Chrome 70.0.3538.102,,2018-11-15 20:44:05,2018-11-15 20:44:07,1.322s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-15 20:44:07,2018-11-15 20:44:07,0.418s,PASSED
clickEvent.SelectServices.clickUsingJS1,Chrome 70.0.3538.102,,2018-11-15 20:44:07,2018-11-15 20:44:11,4.068s,PASSED
scrollToPosition,Chrome 70.0.3538.102,,2018-11-15 20:44:11,2018-11-15 20:44:11,0.053s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-15 20:44:11,2018-11-15 20:44:11,0.151s,PASSED
clickEvent.SelectServices.clickUsingJS1,Chrome 70.0.3538.102,,2018-11-15 20:44:11,2018-11-15 20:44:16,4.199s,PASSED
scrollToPosition,Chrome 70.0.3538.102,,2018-11-15 20:44:16,2018-11-15 20:44:16,0.028s,PASSED
click,Chrome 70.0.3538.102,,2018-11-15 20:44:16,2018-11-15 20:44:16,0.241s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-15 20:44:16,2018-11-15 20:44:16,0.348s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-15 20:44:16,2018-11-15 20:44:16,0.221s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-15 20:44:16,2018-11-15 20:44:17,0.101s,PASSED
click,Chrome 70.0.3538.102,,2018-11-15 20:44:17,2018-11-15 20:44:17,0.137s,PASSED
waitForElementClickable,Chrome 70.0.3538.102,,2018-11-15 20:44:17,2018-11-15 20:44:17,0.165s,PASSED
takeScreenshot,Chrome 70.0.3538.102,,2018-11-15 20:44:17,2018-11-15 20:44:21,3.752s,PASSED
waitForElementClickable,Chrome 70.0.3538.102,,2018-11-15 20:44:21,2018-11-15 20:44:21,0.048s,PASSED
click,Chrome 70.0.3538.102,,2018-11-15 20:44:21,2018-11-15 20:44:21,0.129s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-15 20:44:21,2018-11-15 20:44:21,0.627s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-15 20:44:21,2018-11-15 20:44:22,0.282s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-15 20:44:22,2018-11-15 20:44:22,0.294s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-15 20:44:22,2018-11-15 20:44:22,0.193s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-15 20:44:22,2018-11-15 20:44:22,0.216s,PASSED
