Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Booking Services,Chrome 70.0.3538.102,,2018-11-19 14:23:10,2018-11-19 14:24:51,1m - 41.236s,FAILED
,,,,,,
Test Cases/Booking Services for Customer,Chrome 70.0.3538.102,,2018-11-19 14:23:10,2018-11-19 14:23:40,29.975s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-19 14:23:11,2018-11-19 14:23:15,4.442s,PASSED
navigateToUrl,Chrome 70.0.3538.102,,2018-11-19 14:23:15,2018-11-19 14:23:23,7.203s,PASSED
maximizeWindow,Chrome 70.0.3538.102,,2018-11-19 14:23:23,2018-11-19 14:23:24,1.165s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 14:23:24,2018-11-19 14:23:25,0.800s,PASSED
clickEvent.SelectServices.clickUsingJS1,Chrome 70.0.3538.102,,2018-11-19 14:23:25,2018-11-19 14:23:27,2.524s,PASSED
scrollToPosition,Chrome 70.0.3538.102,,2018-11-19 14:23:27,2018-11-19 14:23:27,0.046s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-19 14:23:27,2018-11-19 14:23:27,0.236s,PASSED
clickEvent.SelectServices.clickUsingJS1,Chrome 70.0.3538.102,,2018-11-19 14:23:27,2018-11-19 14:23:30,2.556s,PASSED
scrollToPosition,Chrome 70.0.3538.102,,2018-11-19 14:23:30,2018-11-19 14:23:30,0.021s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 14:23:30,2018-11-19 14:23:30,0.219s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 14:23:30,2018-11-19 14:23:31,0.351s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 14:23:31,2018-11-19 14:23:31,0.205s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-19 14:23:31,2018-11-19 14:23:31,0.091s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 14:23:31,2018-11-19 14:23:31,0.149s,PASSED
waitForElementClickable,Chrome 70.0.3538.102,,2018-11-19 14:23:31,2018-11-19 14:23:31,0.156s,PASSED
takeScreenshot,Chrome 70.0.3538.102,,2018-11-19 14:23:31,2018-11-19 14:23:34,3.335s,PASSED
waitForElementClickable,Chrome 70.0.3538.102,,2018-11-19 14:23:34,2018-11-19 14:23:35,0.043s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 14:23:35,2018-11-19 14:23:35,0.117s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-19 14:23:35,2018-11-19 14:23:35,0.634s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 14:23:35,2018-11-19 14:23:36,0.275s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 14:23:36,2018-11-19 14:23:36,0.187s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 14:23:36,2018-11-19 14:23:36,0.179s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 14:23:36,2018-11-19 14:23:36,0.223s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 14:23:36,2018-11-19 14:23:36,0.196s,PASSED
