Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Booking Services,Chrome 70.0.3538.102,,2018-11-19 15:04:10,2018-11-19 15:06:23,2m - 13.519s,FAILED
,,,,,,
Test Cases/Booking Services for Customer,Chrome 70.0.3538.102,,2018-11-19 15:04:10,2018-11-19 15:04:54,43.850s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-19 15:04:11,2018-11-19 15:04:15,4.042s,PASSED
navigateToUrl,Chrome 70.0.3538.102,,2018-11-19 15:04:15,2018-11-19 15:04:32,16.587s,PASSED
maximizeWindow,Chrome 70.0.3538.102,,2018-11-19 15:04:32,2018-11-19 15:04:33,1.158s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:04:33,2018-11-19 15:04:33,0.407s,PASSED
clickEvent.SelectServices.clickUsingJS1,Chrome 70.0.3538.102,,2018-11-19 15:04:33,2018-11-19 15:04:37,3.568s,PASSED
scrollToPosition,Chrome 70.0.3538.102,,2018-11-19 15:04:37,2018-11-19 15:04:37,0.049s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-19 15:04:37,2018-11-19 15:04:37,0.114s,PASSED
clickEvent.SelectServices.clickUsingJS1,Chrome 70.0.3538.102,,2018-11-19 15:04:37,2018-11-19 15:04:41,4.285s,PASSED
scrollToPosition,Chrome 70.0.3538.102,,2018-11-19 15:04:41,2018-11-19 15:04:41,0.027s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:04:41,2018-11-19 15:04:41,0.256s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:04:41,2018-11-19 15:04:42,0.346s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:04:42,2018-11-19 15:04:42,0.206s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-19 15:04:42,2018-11-19 15:04:42,0.081s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:04:42,2018-11-19 15:04:42,0.136s,PASSED
waitForElementClickable,Chrome 70.0.3538.102,,2018-11-19 15:04:42,2018-11-19 15:04:42,0.155s,PASSED
takeScreenshot,Chrome 70.0.3538.102,,2018-11-19 15:04:42,2018-11-19 15:04:48,5.574s,PASSED
waitForElementClickable,Chrome 70.0.3538.102,,2018-11-19 15:04:48,2018-11-19 15:04:48,0.049s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:04:48,2018-11-19 15:04:48,0.118s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-19 15:04:48,2018-11-19 15:04:49,1.165s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:04:49,2018-11-19 15:04:49,0.195s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:04:49,2018-11-19 15:04:50,0.208s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:04:50,2018-11-19 15:04:50,0.190s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:04:50,2018-11-19 15:04:50,0.189s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:04:50,2018-11-19 15:04:50,0.206s,PASSED
scrollToElement,Chrome 70.0.3538.102,,2018-11-19 15:04:50,2018-11-19 15:04:50,0.075s,PASSED
focus,Chrome 70.0.3538.102,,2018-11-19 15:04:50,2018-11-19 15:04:50,0.103s,PASSED
waitForElementClickable,Chrome 70.0.3538.102,,2018-11-19 15:04:50,2018-11-19 15:04:50,0.043s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:04:50,2018-11-19 15:04:51,0.530s,PASSED
verifyElementPresent,Chrome 70.0.3538.102,,2018-11-19 15:04:51,2018-11-19 15:04:51,0.054s,PASSED
verifyElementPresent,Chrome 70.0.3538.102,,2018-11-19 15:04:51,2018-11-19 15:04:51,0.036s,PASSED
verifyElementPresent,Chrome 70.0.3538.102,,2018-11-19 15:04:51,2018-11-19 15:04:51,0.030s,PASSED
verifyElementPresent,Chrome 70.0.3538.102,,2018-11-19 15:04:51,2018-11-19 15:04:51,0.031s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:04:51,2018-11-19 15:04:52,0.473s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:04:52,2018-11-19 15:04:52,0.472s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:04:52,2018-11-19 15:04:52,0.161s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:04:52,2018-11-19 15:04:53,0.379s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:04:53,2018-11-19 15:04:53,0.214s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:04:53,2018-11-19 15:04:53,0.209s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:04:53,2018-11-19 15:04:53,0.292s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:04:53,2018-11-19 15:04:53,0.177s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:04:53,2018-11-19 15:04:54,0.492s,PASSED
,,,,,,
Test Cases/Accept Booking,Chrome 70.0.3538.102,Service Provider will accept the booking without any change request,2018-11-19 15:04:54,2018-11-19 15:05:26,31.744s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-19 15:04:54,2018-11-19 15:04:57,3.039s,PASSED
navigateToUrl,Chrome 70.0.3538.102,,2018-11-19 15:04:57,2018-11-19 15:05:16,18.292s,PASSED
maximizeWindow,Chrome 70.0.3538.102,,2018-11-19 15:05:16,2018-11-19 15:05:17,1.138s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:05:17,2018-11-19 15:05:17,0.192s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:05:17,2018-11-19 15:05:17,0.323s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:05:17,2018-11-19 15:05:18,0.198s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:05:18,2018-11-19 15:05:18,0.157s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:05:18,2018-11-19 15:05:24,6.155s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:05:24,2018-11-19 15:05:25,1.232s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:05:25,2018-11-19 15:05:26,0.541s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:05:26,2018-11-19 15:05:26,0.103s,PASSED
,,,,,,
Test Cases/Mark as complete,Chrome 70.0.3538.102,Clicking on button Mark service as complete,2018-11-19 15:05:26,2018-11-19 15:06:22,56.501s,FAILED
openBrowser,Chrome 70.0.3538.102,,2018-11-19 15:05:26,2018-11-19 15:05:29,2.915s,PASSED
navigateToUrl,Chrome 70.0.3538.102,,2018-11-19 15:05:29,2018-11-19 15:05:41,11.686s,PASSED
maximizeWindow,Chrome 70.0.3538.102,,2018-11-19 15:05:41,2018-11-19 15:05:42,1.142s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:05:42,2018-11-19 15:05:42,0.164s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:05:42,2018-11-19 15:05:42,0.294s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:05:42,2018-11-19 15:05:42,0.205s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:05:42,2018-11-19 15:05:43,0.176s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:05:43,2018-11-19 15:05:49,6.484s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:05:49,2018-11-19 15:05:49,0.173s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:05:49,2018-11-19 15:05:50,1.122s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:05:50,2018-11-19 15:06:22,31.825s,FAILED
