Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Booking Services,Chrome 70.0.3538.102,,2018-11-19 15:20:59,2018-11-19 15:23:10,2m - 11.035s,FAILED
,,,,,,
Test Cases/Booking Services for Customer,Chrome 70.0.3538.102,,2018-11-19 15:21:00,2018-11-19 15:21:38,38.435s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-19 15:21:00,2018-11-19 15:21:05,4.492s,PASSED
navigateToUrl,Chrome 70.0.3538.102,,2018-11-19 15:21:05,2018-11-19 15:21:19,14.055s,PASSED
maximizeWindow,Chrome 70.0.3538.102,,2018-11-19 15:21:19,2018-11-19 15:21:20,1.155s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:21:20,2018-11-19 15:21:21,0.500s,PASSED
clickEvent.SelectServices.clickUsingJS1,Chrome 70.0.3538.102,,2018-11-19 15:21:21,2018-11-19 15:21:24,3.138s,PASSED
scrollToPosition,Chrome 70.0.3538.102,,2018-11-19 15:21:24,2018-11-19 15:21:24,0.034s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-19 15:21:24,2018-11-19 15:21:24,0.122s,PASSED
clickEvent.SelectServices.clickUsingJS1,Chrome 70.0.3538.102,,2018-11-19 15:21:24,2018-11-19 15:21:28,4.260s,PASSED
scrollToPosition,Chrome 70.0.3538.102,,2018-11-19 15:21:28,2018-11-19 15:21:28,0.018s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:21:28,2018-11-19 15:21:28,0.216s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:21:28,2018-11-19 15:21:29,0.333s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:21:29,2018-11-19 15:21:29,0.222s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-19 15:21:29,2018-11-19 15:21:29,0.073s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:21:29,2018-11-19 15:21:29,0.134s,PASSED
waitForElementClickable,Chrome 70.0.3538.102,,2018-11-19 15:21:29,2018-11-19 15:21:29,0.129s,PASSED
takeScreenshot,Chrome 70.0.3538.102,,2018-11-19 15:21:29,2018-11-19 15:21:33,3.435s,PASSED
waitForElementClickable,Chrome 70.0.3538.102,,2018-11-19 15:21:33,2018-11-19 15:21:33,0.042s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:21:33,2018-11-19 15:21:33,0.116s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-19 15:21:33,2018-11-19 15:21:34,0.608s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:21:34,2018-11-19 15:21:34,0.203s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:21:34,2018-11-19 15:21:34,0.200s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:21:34,2018-11-19 15:21:34,0.196s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:21:34,2018-11-19 15:21:34,0.217s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 15:21:34,2018-11-19 15:21:35,0.183s,PASSED
scrollToElement,Chrome 70.0.3538.102,,2018-11-19 15:21:35,2018-11-19 15:21:35,0.060s,PASSED
focus,Chrome 70.0.3538.102,,2018-11-19 15:21:35,2018-11-19 15:21:35,0.101s,PASSED
waitForElementClickable,Chrome 70.0.3538.102,,2018-11-19 15:21:35,2018-11-19 15:21:35,0.037s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:21:35,2018-11-19 15:21:35,0.501s,PASSED
verifyElementPresent,Chrome 70.0.3538.102,,2018-11-19 15:21:35,2018-11-19 15:21:35,0.056s,PASSED
verifyElementPresent,Chrome 70.0.3538.102,,2018-11-19 15:21:35,2018-11-19 15:21:35,0.031s,PASSED
verifyElementPresent,Chrome 70.0.3538.102,,2018-11-19 15:21:35,2018-11-19 15:21:35,0.032s,PASSED
verifyElementPresent,Chrome 70.0.3538.102,,2018-11-19 15:21:35,2018-11-19 15:21:35,0.030s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 15:21:35,2018-11-19 15:21:36,0.463s,PASSED
