Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Sign IN,Chrome 70.0.3538.102,,2018-11-19 15:43:47,2018-11-19 15:44:27,40.229s,PASSED
,,,,,,
Test Cases/SignInWithExcel,Chrome 70.0.3538.102,,2018-11-19 15:43:47,2018-11-19 15:44:27,39.615s,PASSED
"Statement - For ([row = 1, row <= com.kms.katalon.core.testdata.TestDataFactory.findTestData(SystemLogin).getRowNumbers(), (row++)])",Chrome 70.0.3538.102,,2018-11-19 15:43:48,2018-11-19 15:44:27,39.011s,PASSED
