Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Add Listing,Chrome 70.0.3538.102,Add Listing with valid inputs,2018-11-19 14:08:36,2018-11-19 14:09:53,1m - 16.759s,PASSED
,,,,,,
Test Cases/AddListingWithExcel,Chrome 70.0.3538.102,Read input from excel sheets,2018-11-19 14:08:37,2018-11-19 14:09:11,33.976s,PASSED
"Statement - For ([row = 1, row <= com.kms.katalon.core.testdata.TestDataFactory.findTestData(Read data for Add listing).getRowNumbers(), (row++)])",Chrome 70.0.3538.102,,2018-11-19 14:08:38,2018-11-19 14:09:11,33.236s,PASSED
,,,,,,
Test Cases/Booking Services for Customer,Chrome 70.0.3538.102,,2018-11-19 14:09:11,2018-11-19 14:09:52,41.427s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-19 14:09:11,2018-11-19 14:09:14,2.672s,PASSED
navigateToUrl,Chrome 70.0.3538.102,,2018-11-19 14:09:14,2018-11-19 14:09:27,12.624s,PASSED
maximizeWindow,Chrome 70.0.3538.102,,2018-11-19 14:09:27,2018-11-19 14:09:28,1.140s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 14:09:28,2018-11-19 14:09:28,0.247s,PASSED
clickEvent.SelectServices.clickUsingJS1,Chrome 70.0.3538.102,,2018-11-19 14:09:28,2018-11-19 14:09:33,4.783s,PASSED
scrollToPosition,Chrome 70.0.3538.102,,2018-11-19 14:09:33,2018-11-19 14:09:33,0.030s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-19 14:09:33,2018-11-19 14:09:33,0.082s,PASSED
clickEvent.SelectServices.clickUsingJS1,Chrome 70.0.3538.102,,2018-11-19 14:09:33,2018-11-19 14:09:39,6.189s,PASSED
scrollToPosition,Chrome 70.0.3538.102,,2018-11-19 14:09:39,2018-11-19 14:09:39,0.021s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 14:09:39,2018-11-19 14:09:39,0.281s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 14:09:39,2018-11-19 14:09:40,0.305s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 14:09:40,2018-11-19 14:09:40,0.184s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-19 14:09:40,2018-11-19 14:09:40,0.080s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 14:09:40,2018-11-19 14:09:40,0.139s,PASSED
waitForElementClickable,Chrome 70.0.3538.102,,2018-11-19 14:09:40,2018-11-19 14:09:40,0.127s,PASSED
takeScreenshot,Chrome 70.0.3538.102,,2018-11-19 14:09:40,2018-11-19 14:09:47,6.265s,PASSED
waitForElementClickable,Chrome 70.0.3538.102,,2018-11-19 14:09:47,2018-11-19 14:09:47,0.039s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 14:09:47,2018-11-19 14:09:47,0.113s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-19 14:09:47,2018-11-19 14:09:47,0.647s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 14:09:47,2018-11-19 14:09:48,0.242s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 14:09:48,2018-11-19 14:09:48,0.182s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 14:09:48,2018-11-19 14:09:48,0.215s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 14:09:48,2018-11-19 14:09:48,0.265s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 14:09:48,2018-11-19 14:09:49,0.235s,PASSED
scrollToElement,Chrome 70.0.3538.102,,2018-11-19 14:09:49,2018-11-19 14:09:49,0.062s,PASSED
focus,Chrome 70.0.3538.102,,2018-11-19 14:09:49,2018-11-19 14:09:49,0.135s,PASSED
waitForElementClickable,Chrome 70.0.3538.102,,2018-11-19 14:09:49,2018-11-19 14:09:49,0.037s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 14:09:49,2018-11-19 14:09:50,0.980s,PASSED
verifyElementPresent,Chrome 70.0.3538.102,,2018-11-19 14:09:50,2018-11-19 14:09:50,0.086s,PASSED
verifyElementPresent,Chrome 70.0.3538.102,,2018-11-19 14:09:50,2018-11-19 14:09:50,0.032s,PASSED
verifyElementPresent,Chrome 70.0.3538.102,,2018-11-19 14:09:50,2018-11-19 14:09:50,0.032s,PASSED
verifyElementPresent,Chrome 70.0.3538.102,,2018-11-19 14:09:50,2018-11-19 14:09:50,0.035s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 14:09:50,2018-11-19 14:09:50,0.433s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 14:09:50,2018-11-19 14:09:51,0.459s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 14:09:51,2018-11-19 14:09:51,0.152s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 14:09:51,2018-11-19 14:09:51,0.273s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 14:09:51,2018-11-19 14:09:51,0.159s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 14:09:51,2018-11-19 14:09:52,0.167s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 14:09:52,2018-11-19 14:09:52,0.250s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-19 14:09:52,2018-11-19 14:09:52,0.188s,PASSED
click,Chrome 70.0.3538.102,,2018-11-19 14:09:52,2018-11-19 14:09:52,0.486s,PASSED
